SeqId,Heap3SortNComp,Heap3SortTns,AVLTreeSortNComp,AVLTreeSortTns,
seq_1100_7,5881,175100,9243,148400,
seq_1100_8,5865,215000,9229,201400,
seq_1100_9,5880,137700,9174,127900,
seq_1100_10,5875,137300,9162,137700,
seq_1100_11,5881,136100,9222,123100,
seq_1100_12,5898,136600,9091,119000,
seq_1100_13,5830,139400,9034,124000,
seq_1100_14,5898,279800,9247,225000,
seq_1100_15,5870,138300,9178,114100,
seq_1100_16,5885,126700,9249,108300,
seq_1100_17,5832,126500,9177,110500,
seq_1100_18,5862,123800,9067,109800,
seq_1100_19,5820,204000,9189,191600,
seq_1100_20,5845,427600,9146,196500,
seq_1100_21,5855,249200,9198,274200,
seq_1100_22,5867,162200,9090,132200,
seq_1100_23,5868,128100,9202,112700,
seq_1100_24,5875,123000,9160,104900,
seq_1100_25,5869,160900,9114,122100,
seq_1100_26,5872,122000,9158,106400,
seq_1100_27,5854,121000,9174,103100,
seq_1100_28,5873,122600,9212,102300,
seq_1100_29,5892,141000,9050,111300,
seq_1100_30,5855,123500,9226,120200,
seq_1100_31,5878,121800,9123,102000,
seq_1100_32,5842,347800,9172,149100,
seq_1100_33,5898,122600,9189,108100,
seq_1100_34,5864,137900,9176,105200,
seq_1100_35,5854,149500,9160,142900,
seq_1100_36,5881,123700,9135,104900,
seq_1100_37,5878,123200,9144,104800,
seq_1100_38,5870,137300,9156,111000,
seq_1100_39,5911,148800,9139,116100,
seq_1100_40,5879,152800,9108,152600,
seq_1100_41,5877,213600,9202,184900,
seq_1100_42,5892,122000,9180,100500,
seq_1100_43,5904,134200,9119,111600,
seq_1100_44,5866,332100,9214,283000,
seq_1100_45,5893,158700,9230,136000,
seq_1100_46,5866,130700,9244,116500,
seq_1100_47,5875,125800,9162,112100,
seq_1100_48,5860,128100,9140,113400,
seq_1100_49,5869,130800,9175,106600,
seq_1100_50,5870,129500,9090,193300,
seq_1100_51,5871,122000,9177,104400,
seq_1100_52,5850,118500,9154,94100,
seq_1100_53,5918,121500,9228,97200,
seq_1100_54,5908,120900,9090,110200,
seq_1100_55,5850,119300,9194,110100,
seq_1100_56,5885,140800,9127,104300,
seq_1100_57,5891,191500,9113,168500,
seq_1100_58,5893,126000,9112,126300,
seq_1100_59,5867,124700,9220,99400,
seq_1100_60,5898,120100,9138,107300,
seq_1100_61,5909,119700,9286,110000,
seq_1100_62,5852,118000,9119,105100,
seq_1100_63,5845,119800,9187,109200,
seq_1100_64,5889,274900,9154,101400,
seq_1100_65,5852,119600,9137,110300,
seq_1100_66,5881,125600,9158,101900,
seq_1100_67,5863,143700,9117,100900,
seq_1100_68,5861,125000,9201,105800,
seq_1100_69,5880,120400,9142,103300,
seq_1100_70,5905,123100,9154,95400,
seq_1100_71,5863,146300,9123,136500,
seq_1100_72,5896,123300,9094,103900,
seq_1100_73,5871,125200,9139,108500,
seq_1100_74,5880,124900,9146,103100,
seq_1100_75,5869,122700,9185,106500,
seq_1100_76,5849,130700,9127,108800,
seq_1100_77,5888,129500,9040,108300,
seq_1100_78,5863,152800,9119,111400,
seq_1100_79,5938,261300,9214,111400,
seq_1100_80,5889,138700,9214,114500,
seq_1100_81,5846,127000,9154,103300,
seq_1100_82,5900,129300,9147,300400,
seq_1100_83,5887,127000,9181,106800,
seq_1100_84,5890,126800,9101,110500,
seq_1100_85,5867,153300,9186,115100,
seq_1100_86,5870,173900,9141,120000,
seq_1100_87,5897,135300,9180,133600,
seq_1100_88,5918,131100,9214,116000,
seq_1100_89,5866,140400,9117,353400,
seq_1100_90,5905,125400,9182,110300,
seq_1100_91,5869,141000,9245,119400,
seq_1100_92,5855,137800,9159,109600,
seq_1100_93,5882,129400,9079,119300,
seq_1100_94,5896,188900,9219,243600,
seq_1100_95,5880,219000,9179,169800,
seq_1100_96,5913,227200,9195,174500,
seq_1100_97,5866,140400,9191,171300,
seq_1100_98,5859,145400,9215,308800,
seq_1100_99,5878,146800,9257,126600,
seq_1150_0,6202,136300,9655,121900,
seq_1150_1,6177,134100,9743,116500,
seq_1150_2,6221,333900,9621,150100,
seq_1150_3,6197,139600,9606,115200,
seq_1150_4,6206,161600,9654,123800,
seq_1150_5,6169,164900,9585,118400,
seq_1150_6,6206,143100,9744,112400,
seq_1150_7,6188,132000,9626,110500,
seq_1150_8,6199,318900,9658,203600,
seq_1150_9,6201,143100,9641,121000,
seq_1150_10,6184,135200,9688,113000,
seq_1150_11,6201,153000,9596,132300,
seq_1150_12,6231,130500,9608,118300,
seq_1150_13,6180,139200,9536,117900,
seq_1150_14,6191,295600,9582,133700,
seq_1150_15,6190,131600,9566,131900,
seq_1150_16,6181,131100,9627,136200,
seq_1150_17,6179,155100,9792,153700,
seq_1150_18,6192,153300,9647,116700,
seq_1150_19,6165,192800,9582,162200,
seq_1150_20,6206,147000,9680,116000,
seq_1150_21,6195,135600,9621,113900,
seq_1150_22,6174,150800,9564,120000,
seq_1150_23,6191,133300,9571,119100,
seq_1150_24,6206,131000,9560,114200,
seq_1150_25,6197,159600,9530,136500,
seq_1150_26,6177,137500,9570,116200,
seq_1150_27,6223,137700,9538,114900,
seq_1150_28,6229,157500,9679,147500,
seq_1150_29,6207,167300,9620,113600,
seq_1150_30,6203,133100,9651,166500,
seq_1150_31,6186,161000,9730,137900,
seq_1150_32,6207,138300,9677,134100,
seq_1150_33,6207,140200,9596,113400,
seq_1150_34,6195,130600,9625,117900,
seq_1150_35,6200,133800,9650,125800,
seq_1150_36,6219,129300,9687,117900,
seq_1150_37,6211,141700,9622,127000,
seq_1150_38,6194,130700,9602,112000,
seq_1150_39,6167,130700,9624,110200,
seq_1150_40,6171,137500,9678,126900,
seq_1150_41,6183,136000,9744,116500,
seq_1150_42,6202,126800,9606,107700,
seq_1150_43,6224,206700,9678,147700,
seq_1150_44,6196,135200,9669,118900,
seq_1150_45,6185,145600,9680,124600,
seq_1150_46,6219,134300,9657,131700,
seq_1150_47,6222,150800,9631,134000,
seq_1150_48,6195,127100,9673,118600,
seq_1150_49,6183,179000,9525,448400,
seq_1150_50,6169,130600,9554,132900,
seq_1150_51,6188,130900,9714,143600,
seq_1150_52,6219,138500,9643,140100,
seq_1150_53,6193,145100,9685,124500,
seq_1150_54,6190,132600,9665,4722100,
seq_1150_55,6210,147100,9618,133000,
seq_1150_56,6178,133600,9626,135000,
seq_1150_57,6188,148700,9631,121000,
seq_1150_58,6224,659100,9517,176100,
seq_1150_59,6186,153500,9650,136700,
seq_1150_60,6196,134000,9563,122000,
seq_1150_61,6192,305600,9596,184600,
seq_1150_62,6220,135800,9664,138600,
seq_1150_63,6185,393100,9542,1048700,
seq_1150_64,6200,132300,9610,124900,
seq_1150_65,6193,129400,9655,125900,
seq_1150_66,6205,162100,9631,148200,
seq_1150_67,6210,140000,9726,123100,
seq_1150_68,6185,132100,9606,126200,
seq_1150_69,6208,132300,9626,139800,
seq_1150_70,6218,134700,9558,128600,
seq_1150_71,6190,147800,9617,123200,
seq_1150_72,6210,137600,9629,148300,
seq_1150_73,6193,150700,9748,112000,
seq_1150_74,6224,141700,9579,128000,
seq_1150_75,6234,193300,9586,157800,
seq_1150_76,6196,135600,9609,140700,
seq_1150_77,6181,130700,9597,129200,
seq_1150_78,6226,135500,9639,117800,
seq_1150_79,6158,132100,9692,117200,
seq_1150_80,6187,166100,9670,143400,
seq_1150_81,6204,135700,9520,110700,
seq_1150_82,6171,130800,9673,115500,
seq_1150_83,6191,187200,9742,146100,
seq_1150_84,6224,149400,9619,138100,
seq_1150_85,6209,137000,9558,485700,
seq_1150_86,6218,132100,9605,131800,
seq_1150_87,6188,128800,9585,126900,
seq_1150_88,6222,133600,9574,124100,
seq_1150_89,6183,139600,9725,118900,
seq_1150_90,6181,132600,9613,118500,
seq_1150_91,6183,145600,9554,119400,
seq_1150_92,6187,132400,9566,119800,
seq_1150_93,6223,134000,9597,112400,
seq_1150_94,6197,135100,9580,109100,
seq_1150_95,6199,126800,9584,113400,
seq_1150_96,6179,126200,9770,117800,
seq_1150_97,6184,131100,9586,145200,
seq_1150_98,6212,139900,9568,113900,
seq_1150_99,6188,134300,9646,115800,
seq_1200_0,6502,141800,10172,136800,
seq_1200_1,6548,139000,10168,115800,
seq_1200_2,6521,132600,10081,112600,
seq_1200_3,6537,181000,10046,124300,
seq_1200_4,6526,141400,10118,124400,
seq_1200_5,6492,140800,10137,123900,
seq_1200_6,6500,150100,10196,118700,
seq_1200_7,6508,143600,10104,120400,
seq_1200_8,6507,141900,10093,125400,
seq_1200_9,6504,148000,10080,102700,
seq_1200_10,6512,137800,10031,127500,
seq_1200_11,6503,143200,10129,173300,
seq_1200_12,6515,156000,10052,121100,
seq_1200_13,6498,136400,10180,114600,
seq_1200_14,6521,135000,10095,118800,
seq_1200_15,6499,153400,10068,122400,
seq_1200_16,6502,140700,10059,118400,
seq_1200_17,6506,141900,10144,117300,
seq_1200_18,6552,144000,10087,114500,
seq_1200_19,6490,136700,10049,109300,
seq_1200_20,6532,137500,10130,113200,
seq_1200_21,6525,137200,10172,118000,
seq_1200_22,6445,169400,10055,146200,
seq_1200_23,6502,143400,10061,123000,
seq_1200_24,6503,158200,10127,165000,
seq_1200_25,6520,133700,10036,116600,
seq_1200_26,6498,134800,10061,114900,
seq_1200_27,6503,206300,10070,142800,
seq_1200_28,6564,151900,10115,136600,
seq_1200_29,6501,143800,10126,128300,
seq_1200_30,6546,150100,10057,126900,
seq_1200_31,6503,152100,10025,124300,
seq_1200_32,6515,176600,10009,154200,
seq_1200_33,6516,166700,10052,139000,
seq_1200_34,6484,148400,10038,134700,
seq_1200_35,6527,153900,10096,133500,
seq_1200_36,6505,167600,10116,136200,
seq_1200_37,6521,166200,9942,129800,
seq_1200_38,6521,144300,10107,129300,
seq_1200_39,6521,176900,10031,135400,
seq_1200_40,6485,199300,10077,132300,
seq_1200_41,6514,149200,10069,131200,
seq_1200_42,6492,198700,10056,148200,
seq_1200_43,6532,374500,10100,386500,
seq_1200_44,6489,167300,10061,177600,
seq_1200_45,6535,228700,10037,150000,
seq_1200_46,6492,218100,10142,184900,
seq_1200_47,6538,244100,10093,121900,
seq_1200_48,6527,157500,10230,140500,
seq_1200_49,6529,179200,10081,181700,
seq_1200_50,6540,156200,10066,133100,
seq_1200_51,6532,150900,10042,135800,
seq_1200_52,6511,153900,10121,137100,
seq_1200_53,6561,152000,10111,171600,
seq_1200_54,6533,209400,10030,176500,
seq_1200_55,6512,217700,10109,183100,
seq_1200_56,6498,163500,10085,162800,
seq_1200_57,6499,163600,10033,138000,
seq_1200_58,6519,159800,10160,189200,
seq_1200_59,6533,322100,9990,243500,
seq_1200_60,6541,204000,10201,135100,
seq_1200_61,6483,161000,10139,168600,
seq_1200_62,6491,164100,10007,148100,
seq_1200_63,6510,202000,10101,135500,
seq_1200_64,6522,169700,10141,150900,
seq_1200_65,6501,179700,10069,209800,
seq_1200_66,6532,161000,10048,136000,
seq_1200_67,6516,148300,10102,137200,
seq_1200_68,6503,224700,10031,192300,
seq_1200_69,6516,173600,10108,157700,
seq_1200_70,6539,143300,10147,125300,
seq_1200_71,6484,151700,10021,130000,
seq_1200_72,6530,136700,10051,125600,
seq_1200_73,6484,157600,10082,145000,
seq_1200_74,6510,267600,9981,194700,
seq_1200_75,6517,197200,10027,179000,
seq_1200_76,6544,200400,10065,147200,
seq_1200_77,6517,196300,10207,136800,
seq_1200_78,6532,198300,10086,176200,
seq_1200_79,6523,136400,10085,135400,
seq_1200_80,6525,137200,10136,118000,
seq_1200_81,6525,148800,10104,121600,
seq_1200_82,6540,154100,10050,157600,
seq_1200_83,6515,472600,10060,209300,
seq_1200_84,6505,151100,10092,121800,
seq_1200_85,6519,235300,10211,233600,
seq_1200_86,6507,186600,9954,176500,
seq_1200_87,6508,228300,10124,163400,
seq_1200_88,6485,209900,10138,178400,
seq_1200_89,6544,273300,10130,212700,
seq_1200_90,6498,379200,10094,203400,
seq_1200_91,
